source,year,isolate_id,species_id,MDR,antibiotic,abx_class,zone_diameter,phenotype
Retail sushi,2015.0,SU56-3,A. bestiarum,0,Trimethoprim/sulfamethoxazole  STX 25,Amphenicols,30,S
Retail sushi,2015.0,SU58-1,A. salmonicida,0,Ampicillin AMP10,Beta-lactams,0,R
Retail sushi,2015.0,SU58-1,A. salmonicida,0,Mecillinam MEL10,Beta-lactams,30,S
Retail sushi,2015.0,SU58-1,A. salmonicida,0,Cefotaxime CTX30,Cephalosporins ,35,S
Retail sushi,2015.0,SU58-1,A. salmonicida,0,ceftriaxone CRO30,Cephalosporins ,35,S
Retail sushi,2015.0,SU58-1,A. salmonicida,0,Ciprofloxacin CIP1,Quinolones,36,S
Retail sushi,2015.0,SU58-1,A. salmonicida,0,Oxolinic acid OA,Quinolones,33,S
Retail sushi,2015.0,SU58-1,A. salmonicida,0,Doxycycline DO30,Tetracylines ,28,S
Retail sushi,2015.0,SU58-1,A. salmonicida,0,Tetracycline TE30,Tetracylines ,30,S
Retail sushi,2015.0,SU58-1,A. salmonicida,0,Imipenem IPM10,Carbapenemems,23,S
Retail sushi,2015.0,SU58-1,A. salmonicida,0,Meropenem MEM10,Carbapenemems,30,S
Retail sushi,2015.0,SU58-1,A. salmonicida,0,Gentamycin  GM10,Aminoglycosides ,19,S
Retail sushi,2015.0,SU58-1,A. salmonicida,0,Tobramycin TOB30,Aminoglycosides ,18,S
Retail sushi,2015.0,SU58-1,A. salmonicida,0,Erythromycin  EM15,Macrolides,16,S
Retail sushi,2015.0,SU58-1,A. salmonicida,0,Florfenicol  FEC30,Amphenicols,35,S
Retail sushi,2015.0,SU58-1,A. salmonicida,0,Trimethoprim/sulfamethoxazole  STX 25,Amphenicols,26,S
Retail sushi,2015.0,SU58-2,A. bestiarum,0,Ampicillin AMP10,Beta-lactams,0,R
Retail sushi,2015.0,SU58-2,A. bestiarum,0,Mecillinam MEL10,Beta-lactams,34,S
Retail sushi,2015.0,SU58-2,A. bestiarum,0,Cefotaxime CTX30,Cephalosporins ,38,S
Retail sushi,2015.0,SU58-2,A. bestiarum,0,ceftriaxone CRO30,Cephalosporins ,37,S
Retail sushi,2015.0,SU58-2,A. bestiarum,0,Ciprofloxacin CIP1,Quinolones,38,S
Retail sushi,2015.0,SU58-2,A. bestiarum,0,Oxolinic acid OA,Quinolones,36,S
Retail sushi,2015.0,SU58-2,A. bestiarum,0,Doxycycline DO30,Tetracylines ,27,S
Retail sushi,2015.0,SU58-2,A. bestiarum,0,Tetracycline TE30,Tetracylines ,25,S
Retail sushi,2015.0,SU58-2,A. bestiarum,0,Imipenem IPM10,Carbapenemems,27,S
Retail sushi,2015.0,SU58-2,A. bestiarum,0,Meropenem MEM10,Carbapenemems,36,S
Retail sushi,2015.0,SU58-2,A. bestiarum,0,Gentamycin  GM10,Aminoglycosides ,22,S
Retail sushi,2015.0,SU58-2,A. bestiarum,0,Tobramycin TOB30,Aminoglycosides ,20,S
Retail sushi,2015.0,SU58-2,A. bestiarum,0,Erythromycin  EM15,Macrolides,18,S
Retail sushi,2015.0,SU58-2,A. bestiarum,0,Florfenicol  FEC30,Amphenicols,37,S
Retail sushi,2015.0,SU58-2,A. bestiarum,0,Trimethoprim/sulfamethoxazole  STX 25,Amphenicols,29,S
Retail sushi,2015.0,SU58-3,A. bestiarum,0,Ampicillin AMP10,Beta-lactams,0,R
Retail sushi,2015.0,SU58-3,A. bestiarum,0,Mecillinam MEL10,Beta-lactams,32,S
Retail sushi,2015.0,SU58-3,A. bestiarum,0,Cefotaxime CTX30,Cephalosporins ,43,S
Retail sushi,2015.0,SU58-3,A. bestiarum,0,ceftriaxone CRO30,Cephalosporins ,41,S
Retail sushi,2015.0,SU58-3,A. bestiarum,0,Ciprofloxacin CIP1,Quinolones,40,S
Retail sushi,2015.0,SU58-3,A. bestiarum,0,Oxolinic acid OA,Quinolones,34,S
Retail sushi,2015.0,SU58-3,A. bestiarum,0,Doxycycline DO30,Tetracylines ,24,S
Retail sushi,2015.0,SU58-3,A. bestiarum,0,Tetracycline TE30,Tetracylines ,31,S
Retail sushi,2015.0,SU58-3,A. bestiarum,0,Imipenem IPM10,Carbapenemems,27,S
Retail sushi,2015.0,SU58-3,A. bestiarum,0,Meropenem MEM10,Carbapenemems,33,S
Retail sushi,2015.0,SU58-3,A. bestiarum,0,Gentamycin  GM10,Aminoglycosides ,21,S
Retail sushi,2015.0,SU58-3,A. bestiarum,0,Tobramycin TOB30,Aminoglycosides ,20,S
Retail sushi,2015.0,SU58-3,A. bestiarum,0,Erythromycin  EM15,Macrolides,17,S
Retail sushi,2015.0,SU58-3,A. bestiarum,0,Florfenicol  FEC30,Amphenicols,35,S
Retail sushi,2015.0,SU58-3,A. bestiarum,0,Trimethoprim/sulfamethoxazole  STX 25,Amphenicols,28,S
Retail sushi,2015.0,A505,A. caviae,0,Ampicillin AMP10,Beta-lactams,0,R
Retail sushi,2015.0,A505,A. caviae,0,Mecillinam MEL10,Beta-lactams,25,S
Retail sushi,2015.0,A505,A. caviae,0,Cefotaxime CTX30,Cephalosporins ,31,S
Retail sushi,2015.0,A505,A. caviae,0,ceftriaxone CRO30,Cephalosporins ,29,S
Retail sushi,2015.0,A505,A. caviae,0,Ciprofloxacin CIP1,Quinolones,33,S
Retail sushi,2015.0,A505,A. caviae,0,Oxolinic acid OA,Quinolones,31,S
Retail sushi,2015.0,A505,A. caviae,0,Doxycycline DO30,Tetracylines ,23,S
Retail sushi,2015.0,A505,A. caviae,0,Tetracycline TE30,Tetracylines ,26,S
Retail sushi,2015.0,A505,A. caviae,0,Imipenem IPM10,Carbapenemems,31,S
Retail sushi,2015.0,A505,A. caviae,0,Meropenem MEM10,Carbapenemems,34,S
Retail sushi,2015.0,A505,A. caviae,0,Gentamycin  GM10,Aminoglycosides ,21,S
Retail sushi,2015.0,A505,A. caviae,0,Tobramycin TOB30,Aminoglycosides ,19,S
Retail sushi,2015.0,A505,A. caviae,0,Erythromycin  EM15,Macrolides,15,S
Retail sushi,2015.0,A505,A. caviae,0,Florfenicol  FEC30,Amphenicols,30,S
Retail sushi,2015.0,A505,A. caviae,0,Trimethoprim/sulfamethoxazole  STX 25,Amphenicols,23,S
Retail sushi,2015.0,A533,A. dhakensis,1,Ampicillin AMP10,Beta-lactams,0,R
Retail sushi,2015.0,A533,A. dhakensis,1,Mecillinam MEL10,Beta-lactams,31,S
Retail sushi,2015.0,A533,A. dhakensis,1,Cefotaxime CTX30,Cephalosporins ,33,S
Retail sushi,2015.0,A533,A. dhakensis,1,ceftriaxone CRO30,Cephalosporins ,26,S
Retail sushi,2015.0,A533,A. dhakensis,1,Ciprofloxacin CIP1,Quinolones,27,S
Retail sushi,2015.0,A533,A. dhakensis,1,Oxolinic acid OA,Quinolones,0,R
Retail sushi,2015.0,A533,A. dhakensis,1,Doxycycline DO30,Tetracylines ,26,S
Retail sushi,2015.0,A533,A. dhakensis,1,Tetracycline TE30,Tetracylines ,29,S
Retail sushi,2015.0,A533,A. dhakensis,1,Imipenem IPM10,Carbapenemems,15,R
Retail sushi,2015.0,A533,A. dhakensis,1,Meropenem MEM10,Carbapenemems,23,S
Retail sushi,2015.0,A533,A. dhakensis,1,Gentamycin  GM10,Aminoglycosides ,22,S
Retail sushi,2015.0,A533,A. dhakensis,1,Tobramycin TOB30,Aminoglycosides ,22,S
Retail sushi,2015.0,A533,A. dhakensis,1,Erythromycin  EM15,Macrolides,17,S
Retail sushi,2015.0,A533,A. dhakensis,1,Florfenicol  FEC30,Amphenicols,34,S
Retail sushi,2015.0,A533,A. dhakensis,1,Trimethoprim/sulfamethoxazole  STX 25,Amphenicols,26,S
Retail sushi,2015.0,A536,A. dhakensis,1,Ampicillin AMP10,Beta-lactams,0,R
Retail sushi,2015.0,A536,A. dhakensis,1,Mecillinam MEL10,Beta-lactams,26,S
Retail sushi,2015.0,A536,A. dhakensis,1,Cefotaxime CTX30,Cephalosporins ,28,S
Retail sushi,2015.0,A536,A. dhakensis,1,ceftriaxone CRO30,Cephalosporins ,27,S
Retail sushi,2015.0,A536,A. dhakensis,1,Ciprofloxacin CIP1,Quinolones,25,S
Retail sushi,2015.0,A536,A. dhakensis,1,Oxolinic acid OA,Quinolones,0,R
Retail sushi,2015.0,A536,A. dhakensis,1,Doxycycline DO30,Tetracylines ,23,S
Retail sushi,2015.0,A536,A. dhakensis,1,Tetracycline TE30,Tetracylines ,26,S
Retail sushi,2015.0,A536,A. dhakensis,1,Imipenem IPM10,Carbapenemems,15,R
Retail sushi,2015.0,A536,A. dhakensis,1,Meropenem MEM10,Carbapenemems,25,S
Retail sushi,2015.0,A536,A. dhakensis,1,Gentamycin  GM10,Aminoglycosides ,21,S
Retail sushi,2015.0,A536,A. dhakensis,1,Tobramycin TOB30,Aminoglycosides ,19,S
Retail sushi,2015.0,A536,A. dhakensis,1,Erythromycin  EM15,Macrolides,16,S
Retail sushi,2015.0,A536,A. dhakensis,1,Florfenicol  FEC30,Amphenicols,33,S
Retail sushi,2015.0,A536,A. dhakensis,1,Trimethoprim/sulfamethoxazole  STX 25,Amphenicols,24,S
Retail sushi,2015.0,A537,A. hydrophila,1,Ampicillin AMP10,Beta-lactams,0,R
Retail sushi,2015.0,A537,A. hydrophila,1,Mecillinam MEL10,Beta-lactams,30,S
Retail sushi,2015.0,A537,A. hydrophila,1,Cefotaxime CTX30,Cephalosporins ,39,S
Retail sushi,2015.0,A537,A. hydrophila,1,ceftriaxone CRO30,Cephalosporins ,40,S
Retail sushi,2015.0,A537,A. hydrophila,1,Ciprofloxacin CIP1,Quinolones,31,S
Retail sushi,2015.0,A537,A. hydrophila,1,Oxolinic acid OA,Quinolones,14,R
Retail sushi,2015.0,A537,A. hydrophila,1,Doxycycline DO30,Tetracylines ,21,S
Retail sushi,2015.0,A537,A. hydrophila,1,Tetracycline TE30,Tetracylines ,17,S
Retail sushi,2015.0,A537,A. hydrophila,1,Imipenem IPM10,Carbapenemems,24,S
Retail sushi,2015.0,A537,A. hydrophila,1,Meropenem MEM10,Carbapenemems,31,S
Retail sushi,2015.0,A537,A. hydrophila,1,Gentamycin  GM10,Aminoglycosides ,21,S
Retail sushi,2015.0,A537,A. hydrophila,1,Tobramycin TOB30,Aminoglycosides ,20,S
Retail sushi,2015.0,A537,A. hydrophila,1,Erythromycin  EM15,Macrolides,11,R
Retail sushi,2015.0,A537,A. hydrophila,1,Florfenicol  FEC30,Amphenicols,36,S
Retail sushi,2015.0,A537,A. hydrophila,1,Trimethoprim/sulfamethoxazole  STX 25,Amphenicols,27,S
Retail sushi,2015.0,A539,A. rivipollensis,0,Ampicillin AMP10,Beta-lactams,0,R
Retail sushi,2015.0,A539,A. rivipollensis,0,Mecillinam MEL10,Beta-lactams,27,S
Retail sushi,2015.0,A539,A. rivipollensis,0,Cefotaxime CTX30,Cephalosporins ,31,S
Retail sushi,2015.0,A539,A. rivipollensis,0,ceftriaxone CRO30,Cephalosporins ,34,S
Retail sushi,2015.0,A539,A. rivipollensis,0,Ciprofloxacin CIP1,Quinolones,28,S
Retail sushi,2015.0,A539,A. rivipollensis,0,Oxolinic acid OA,Quinolones,21,R
Retail sushi,2015.0,A539,A. rivipollensis,0,Doxycycline DO30,Tetracylines ,26,S
Retail sushi,2015.0,A539,A. rivipollensis,0,Tetracycline TE30,Tetracylines ,29,S
Retail sushi,2015.0,A539,A. rivipollensis,0,Imipenem IPM10,Carbapenemems,30,S
Retail sushi,2015.0,A539,A. rivipollensis,0,Meropenem MEM10,Carbapenemems,35,S
Retail sushi,2015.0,A539,A. rivipollensis,0,Gentamycin  GM10,Aminoglycosides ,20,S
Retail sushi,2015.0,A539,A. rivipollensis,0,Tobramycin TOB30,Aminoglycosides ,21,S
Retail sushi,2015.0,A539,A. rivipollensis,0,Erythromycin  EM15,Macrolides,15,S
Retail sushi,2015.0,A539,A. rivipollensis,0,Florfenicol  FEC30,Amphenicols,31,S
Retail sushi,2015.0,A539,A. rivipollensis,0,Trimethoprim/sulfamethoxazole  STX 25,Amphenicols,25,S
Retail sushi,2019.0,SU1,A. rivipollensis,1,Ampicillin AMP10,Beta-lactams,0,R
Retail sushi,2019.0,SU1,A. rivipollensis,1,Mecillinam MEL10,Beta-lactams,21,S
Retail sushi,2019.0,SU1,A. rivipollensis,1,Cefotaxime CTX30,Cephalosporins ,23,I
Retail sushi,2019.0,SU1,A. rivipollensis,1,ceftriaxone CRO30,Cephalosporins ,22,I
Retail sushi,2019.0,SU1,A. rivipollensis,1,Ciprofloxacin CIP1,Quinolones,29,S
Retail sushi,2019.0,SU1,A. rivipollensis,1,Oxolinic acid OA,Quinolones,21,R
Retail sushi,2019.0,SU1,A. rivipollensis,1,Doxycycline DO30,Tetracylines ,22,S
Retail sushi,2019.0,SU1,A. rivipollensis,1,Tetracycline TE30,Tetracylines ,27,S
Retail sushi,2019.0,SU1,A. rivipollensis,1,Imipenem IPM10,Carbapenemems,25,S
Retail sushi,2019.0,SU1,A. rivipollensis,1,Meropenem MEM10,Carbapenemems,28,S
Retail sushi,2019.0,SU1,A. rivipollensis,1,Gentamycin  GM10,Aminoglycosides ,17,S
Retail sushi,2019.0,SU1,A. rivipollensis,1,Tobramycin TOB30,Aminoglycosides ,16,S
Retail sushi,2019.0,SU1,A. rivipollensis,1,Erythromycin  EM15,Macrolides,11,R
Retail sushi,2019.0,SU1,A. rivipollensis,1,Florfenicol  FEC30,Amphenicols,24,R
Retail sushi,2019.0,SU1,A. rivipollensis,1,Trimethoprim/sulfamethoxazole  STX 25,Amphenicols,20,S
Retail sushi,2019.0,SU2,A. rivipollensis,1,Ampicillin AMP10,Beta-lactams,0,R
Retail sushi,2019.0,SU2,A. rivipollensis,1,Mecillinam MEL10,Beta-lactams,23,S
Retail sushi,2019.0,SU2,A. rivipollensis,1,Cefotaxime CTX30,Cephalosporins ,22,R
Retail sushi,2019.0,SU2,A. rivipollensis,1,ceftriaxone CRO30,Cephalosporins ,22,I
Retail sushi,2019.0,SU2,A. rivipollensis,1,Ciprofloxacin CIP1,Quinolones,28,S
Retail sushi,2019.0,SU2,A. rivipollensis,1,Oxolinic acid OA,Quinolones,25,I
Retail sushi,2019.0,SU2,A. rivipollensis,1,Doxycycline DO30,Tetracylines ,22,S
Retail sushi,2019.0,SU2,A. rivipollensis,1,Tetracycline TE30,Tetracylines ,28,S
Retail sushi,2019.0,SU2,A. rivipollensis,1,Imipenem IPM10,Carbapenemems,25,S
Retail sushi,2019.0,SU2,A. rivipollensis,1,Meropenem MEM10,Carbapenemems,28,S
Retail sushi,2019.0,SU2,A. rivipollensis,1,Gentamycin  GM10,Aminoglycosides ,18,S
Retail sushi,2019.0,SU2,A. rivipollensis,1,Tobramycin TOB30,Aminoglycosides ,15,S
Retail sushi,2019.0,SU2,A. rivipollensis,1,Erythromycin  EM15,Macrolides,11,R
Retail sushi,2019.0,SU2,A. rivipollensis,1,Florfenicol  FEC30,Amphenicols,26,R
Retail sushi,2019.0,SU2,A. rivipollensis,1,Trimethoprim/sulfamethoxazole  STX 25,Amphenicols,19,S
Retail sushi,2019.0,SU3,A. rivipollensis,1,Ampicillin AMP10,Beta-lactams,0,R
Retail sushi,2019.0,SU3,A. rivipollensis,1,Mecillinam MEL10,Beta-lactams,20,S
Retail sushi,2019.0,SU3,A. rivipollensis,1,Cefotaxime CTX30,Cephalosporins ,22,R
Retail sushi,2019.0,SU3,A. rivipollensis,1,ceftriaxone CRO30,Cephalosporins ,22,I
Retail sushi,2019.0,SU3,A. rivipollensis,1,Ciprofloxacin CIP1,Quinolones,27,S
Retail sushi,2019.0,SU3,A. rivipollensis,1,Oxolinic acid OA,Quinolones,21,R
Retail sushi,2019.0,SU3,A. rivipollensis,1,Doxycycline DO30,Tetracylines ,23,S
Retail sushi,2019.0,SU3,A. rivipollensis,1,Tetracycline TE30,Tetracylines ,28,S
Retail sushi,2019.0,SU3,A. rivipollensis,1,Imipenem IPM10,Carbapenemems,25,S
Retail sushi,2019.0,SU3,A. rivipollensis,1,Meropenem MEM10,Carbapenemems,29,S
Retail sushi,2019.0,SU3,A. rivipollensis,1,Gentamycin  GM10,Aminoglycosides ,16,S
Retail sushi,2019.0,SU3,A. rivipollensis,1,Tobramycin TOB30,Aminoglycosides ,16,S
Retail sushi,2019.0,SU3,A. rivipollensis,1,Erythromycin  EM15,Macrolides,10,R
Retail sushi,2019.0,SU3,A. rivipollensis,1,Florfenicol  FEC30,Amphenicols,23,R
Retail sushi,2019.0,SU3,A. rivipollensis,1,Trimethoprim/sulfamethoxazole  STX 25,Amphenicols,19,S
Retail sushi,2019.0,SU4,A. rivipollensis,1,Ampicillin AMP10,Beta-lactams,0,R
Retail sushi,2019.0,SU4,A. rivipollensis,1,Mecillinam MEL10,Beta-lactams,20,S
Retail sushi,2019.0,SU4,A. rivipollensis,1,Cefotaxime CTX30,Cephalosporins ,25,I
Retail sushi,2019.0,SU4,A. rivipollensis,1,ceftriaxone CRO30,Cephalosporins ,22,I
Retail sushi,2019.0,SU4,A. rivipollensis,1,Ciprofloxacin CIP1,Quinolones,28,S
Retail sushi,2019.0,SU4,A. rivipollensis,1,Oxolinic acid OA,Quinolones,24,R
Retail sushi,2019.0,SU4,A. rivipollensis,1,Doxycycline DO30,Tetracylines ,23,S
Retail sushi,2019.0,SU4,A. rivipollensis,1,Tetracycline TE30,Tetracylines ,27,S
Retail sushi,2019.0,SU4,A. rivipollensis,1,Imipenem IPM10,Carbapenemems,24,S
Retail sushi,2019.0,SU4,A. rivipollensis,1,Meropenem MEM10,Carbapenemems,28,S
Retail sushi,2019.0,SU4,A. rivipollensis,1,Gentamycin  GM10,Aminoglycosides ,16,S
Retail sushi,2019.0,SU4,A. rivipollensis,1,Tobramycin TOB30,Aminoglycosides ,16,S
Retail sushi,2019.0,SU4,A. rivipollensis,1,Erythromycin  EM15,Macrolides,10,R
Retail sushi,2019.0,SU4,A. rivipollensis,1,Florfenicol  FEC30,Amphenicols,25,R
Retail sushi,2019.0,SU4,A. rivipollensis,1,Trimethoprim/sulfamethoxazole  STX 25,Amphenicols,19,S
Retail sushi,2019.0,SU5,A. rivipollensis,1,Ampicillin AMP10,Beta-lactams,0,R
Retail sushi,2019.0,SU5,A. rivipollensis,1,Mecillinam MEL10,Beta-lactams,20,S
Retail sushi,2019.0,SU5,A. rivipollensis,1,Cefotaxime CTX30,Cephalosporins ,25,I
Retail sushi,2019.0,SU5,A. rivipollensis,1,ceftriaxone CRO30,Cephalosporins ,22,I
Retail sushi,2019.0,SU5,A. rivipollensis,1,Ciprofloxacin CIP1,Quinolones,29,S
Retail sushi,2019.0,SU5,A. rivipollensis,1,Oxolinic acid OA,Quinolones,23,R
Retail sushi,2019.0,SU5,A. rivipollensis,1,Doxycycline DO30,Tetracylines ,23,S
Retail sushi,2019.0,SU5,A. rivipollensis,1,Tetracycline TE30,Tetracylines ,27,S
Retail sushi,2019.0,SU5,A. rivipollensis,1,Imipenem IPM10,Carbapenemems,24,S
Retail sushi,2019.0,SU5,A. rivipollensis,1,Meropenem MEM10,Carbapenemems,30,S
Retail sushi,2019.0,SU5,A. rivipollensis,1,Gentamycin  GM10,Aminoglycosides ,16,S
Retail sushi,2019.0,SU5,A. rivipollensis,1,Tobramycin TOB30,Aminoglycosides ,15,S
Retail sushi,2019.0,SU5,A. rivipollensis,1,Erythromycin  EM15,Macrolides,11,R
Retail sushi,2019.0,SU5,A. rivipollensis,1,Florfenicol  FEC30,Amphenicols,24,R
Retail sushi,2019.0,SU5,A. rivipollensis,1,Trimethoprim/sulfamethoxazole  STX 25,Amphenicols,20,S
Retail sushi,2019.0,SU6,A. rivipollensis,1,Ampicillin AMP10,Beta-lactams,0,R
Retail sushi,2019.0,SU6,A. rivipollensis,1,Mecillinam MEL10,Beta-lactams,20,S
Retail sushi,2019.0,SU6,A. rivipollensis,1,Cefotaxime CTX30,Cephalosporins ,26,S
Retail sushi,2019.0,SU6,A. rivipollensis,1,ceftriaxone CRO30,Cephalosporins ,22,I
Retail sushi,2019.0,SU6,A. rivipollensis,1,Ciprofloxacin CIP1,Quinolones,28,S
Retail sushi,2019.0,SU6,A. rivipollensis,1,Oxolinic acid OA,Quinolones,24,R
Retail sushi,2019.0,SU6,A. rivipollensis,1,Doxycycline DO30,Tetracylines ,23,S
Retail sushi,2019.0,SU6,A. rivipollensis,1,Tetracycline TE30,Tetracylines ,28,S
Retail sushi,2019.0,SU6,A. rivipollensis,1,Imipenem IPM10,Carbapenemems,26,S
Retail sushi,2019.0,SU6,A. rivipollensis,1,Meropenem MEM10,Carbapenemems,30,S
Retail sushi,2019.0,SU6,A. rivipollensis,1,Gentamycin  GM10,Aminoglycosides ,17,S
Retail sushi,2019.0,SU6,A. rivipollensis,1,Tobramycin TOB30,Aminoglycosides ,16,S
Retail sushi,2019.0,SU6,A. rivipollensis,1,Erythromycin  EM15,Macrolides,11,R
Retail sushi,2019.0,SU6,A. rivipollensis,1,Florfenicol  FEC30,Amphenicols,25,R
Retail sushi,2019.0,SU6,A. rivipollensis,1,Trimethoprim/sulfamethoxazole  STX 25,Amphenicols,21,S
Retail sushi,2019.0,SU7,A. rivipollensis,1,Ampicillin AMP10,Beta-lactams,0,R
Retail sushi,2019.0,SU7,A. rivipollensis,1,Mecillinam MEL10,Beta-lactams,20,S
Retail sushi,2019.0,SU7,A. rivipollensis,1,Cefotaxime CTX30,Cephalosporins ,26,S
Retail sushi,2019.0,SU7,A. rivipollensis,1,ceftriaxone CRO30,Cephalosporins ,22,I
Retail sushi,2019.0,SU7,A. rivipollensis,1,Ciprofloxacin CIP1,Quinolones,28,S
Retail sushi,2019.0,SU7,A. rivipollensis,1,Oxolinic acid OA,Quinolones,21,R
Retail sushi,2019.0,SU7,A. rivipollensis,1,Doxycycline DO30,Tetracylines ,22,S
Retail sushi,2019.0,SU7,A. rivipollensis,1,Tetracycline TE30,Tetracylines ,26,S
Retail sushi,2019.0,SU7,A. rivipollensis,1,Imipenem IPM10,Carbapenemems,26,S
Retail sushi,2019.0,SU7,A. rivipollensis,1,Meropenem MEM10,Carbapenemems,30,S
Retail sushi,2019.0,SU7,A. rivipollensis,1,Gentamycin  GM10,Aminoglycosides ,16,S
Retail sushi,2019.0,SU7,A. rivipollensis,1,Tobramycin TOB30,Aminoglycosides ,16,S
Retail sushi,2019.0,SU7,A. rivipollensis,1,Erythromycin  EM15,Macrolides,11,R
Retail sushi,2019.0,SU7,A. rivipollensis,1,Florfenicol  FEC30,Amphenicols,24,R
Retail sushi,2019.0,SU7,A. rivipollensis,1,Trimethoprim/sulfamethoxazole  STX 25,Amphenicols,23,S
Retail sushi,2019.0,SU8,A. rivipollensis,1,Ampicillin AMP10,Beta-lactams,0,R
Retail sushi,2019.0,SU8,A. rivipollensis,1,Mecillinam MEL10,Beta-lactams,23,S
Retail sushi,2019.0,SU8,A. rivipollensis,1,Cefotaxime CTX30,Cephalosporins ,24,I
Retail sushi,2019.0,SU8,A. rivipollensis,1,ceftriaxone CRO30,Cephalosporins ,23,S
Retail sushi,2019.0,SU8,A. rivipollensis,1,Ciprofloxacin CIP1,Quinolones,30,S
Retail sushi,2019.0,SU8,A. rivipollensis,1,Oxolinic acid OA,Quinolones,25,I
Retail sushi,2019.0,SU8,A. rivipollensis,1,Doxycycline DO30,Tetracylines ,22,S
Retail sushi,2019.0,SU8,A. rivipollensis,1,Tetracycline TE30,Tetracylines ,27,S
Retail sushi,2019.0,SU8,A. rivipollensis,1,Imipenem IPM10,Carbapenemems,27,S
Retail sushi,2019.0,SU8,A. rivipollensis,1,Meropenem MEM10,Carbapenemems,31,S
Retail sushi,2019.0,SU8,A. rivipollensis,1,Gentamycin  GM10,Aminoglycosides ,16,S
Retail sushi,2019.0,SU8,A. rivipollensis,1,Tobramycin TOB30,Aminoglycosides ,16,S
Retail sushi,2019.0,SU8,A. rivipollensis,1,Erythromycin  EM15,Macrolides,11,R
Retail sushi,2019.0,SU8,A. rivipollensis,1,Florfenicol  FEC30,Amphenicols,26,R
Retail sushi,2019.0,SU8,A. rivipollensis,1,Trimethoprim/sulfamethoxazole  STX 25,Amphenicols,20,S
Retail sushi,2019.0,SU9,A. rivipollensis,1,Ampicillin AMP10,Beta-lactams,0,R
Retail sushi,2019.0,SU9,A. rivipollensis,1,Mecillinam MEL10,Beta-lactams,20,S
Retail sushi,2019.0,SU9,A. rivipollensis,1,Cefotaxime CTX30,Cephalosporins ,25,I
Retail sushi,2019.0,SU9,A. rivipollensis,1,ceftriaxone CRO30,Cephalosporins ,22,I
Retail sushi,2019.0,SU9,A. rivipollensis,1,Ciprofloxacin CIP1,Quinolones,28,S
Retail sushi,2019.0,SU9,A. rivipollensis,1,Oxolinic acid OA,Quinolones,21,R
Retail sushi,2019.0,SU9,A. rivipollensis,1,Doxycycline DO30,Tetracylines ,23,S
Retail sushi,2019.0,SU9,A. rivipollensis,1,Tetracycline TE30,Tetracylines ,26,S
Retail sushi,2019.0,SU9,A. rivipollensis,1,Imipenem IPM10,Carbapenemems,26,S
Retail sushi,2019.0,SU9,A. rivipollensis,1,Meropenem MEM10,Carbapenemems,30,S
Retail sushi,2019.0,SU9,A. rivipollensis,1,Gentamycin  GM10,Aminoglycosides ,16,S
Retail sushi,2019.0,SU9,A. rivipollensis,1,Tobramycin TOB30,Aminoglycosides ,16,S
Retail sushi,2019.0,SU9,A. rivipollensis,1,Erythromycin  EM15,Macrolides,11,R
Retail sushi,2019.0,SU9,A. rivipollensis,1,Florfenicol  FEC30,Amphenicols,23,R
Retail sushi,2019.0,SU9,A. rivipollensis,1,Trimethoprim/sulfamethoxazole  STX 25,Amphenicols,19,S
Retail sushi,2019.0,SU10,A. media ?,1,Ampicillin AMP10,Beta-lactams,0,R
Retail sushi,2019.0,SU10,A. media ?,1,Mecillinam MEL10,Beta-lactams,20,S
Retail sushi,2019.0,SU10,A. media ?,1,Cefotaxime CTX30,Cephalosporins ,25,I
Retail sushi,2019.0,SU10,A. media ?,1,ceftriaxone CRO30,Cephalosporins ,26,S
Retail sushi,2019.0,SU10,A. media ?,1,Ciprofloxacin CIP1,Quinolones,30,S
Retail sushi,2019.0,SU10,A. media ?,1,Oxolinic acid OA,Quinolones,24,R
Retail sushi,2019.0,SU10,A. media ?,1,Doxycycline DO30,Tetracylines ,22,S
Retail sushi,2019.0,SU10,A. media ?,1,Tetracycline TE30,Tetracylines ,28,S
Retail sushi,2019.0,SU10,A. media ?,1,Imipenem IPM10,Carbapenemems,27,S
Retail sushi,2019.0,SU10,A. media ?,1,Meropenem MEM10,Carbapenemems,32,S
Retail sushi,2019.0,SU10,A. media ?,1,Gentamycin  GM10,Aminoglycosides ,15,S
Retail sushi,2019.0,SU10,A. media ?,1,Tobramycin TOB30,Aminoglycosides ,15,S
Retail sushi,2019.0,SU10,A. media ?,1,Erythromycin  EM15,Macrolides,10,R
Retail sushi,2019.0,SU10,A. media ?,1,Florfenicol  FEC30,Amphenicols,25,R
Retail sushi,2019.0,SU10,A. media ?,1,Trimethoprim/sulfamethoxazole  STX 25,Amphenicols,22,S
Retail sushi,2019.0,SU11,A. rivipollensis,1,Ampicillin AMP10,Beta-lactams,0,R
Retail sushi,2019.0,SU11,A. rivipollensis,1,Mecillinam MEL10,Beta-lactams,20,S
Retail sushi,2019.0,SU11,A. rivipollensis,1,Cefotaxime CTX30,Cephalosporins ,26,S
Retail sushi,2019.0,SU11,A. rivipollensis,1,ceftriaxone CRO30,Cephalosporins ,22,I
Retail sushi,2019.0,SU11,A. rivipollensis,1,Ciprofloxacin CIP1,Quinolones,29,S
Retail sushi,2019.0,SU11,A. rivipollensis,1,Oxolinic acid OA,Quinolones,23,R
